N°|Nº Expediente|Número de Decreto|Especialista|Contenido|RUC|Razon Social|Fecha de Creación|Hora de Creación|Fecha del Decreto|Fecha De Aprobacion|Hora De Aprobacion|Estado|Ver Decreto|
71|05043-2019-TCE|533115|Carla Pinedo Prentice|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20527141762POSTOR:20490365070,20527597651|Entidad:GOBIERNO REGIONAL DE APURIMAC SEDE CENTRAL POSTOR:CONSORCIO SANTA ROSA: QORICHUSEQ S.A.C - Q.S.A.C.,CONSORCIO SANTA ROSA: GRUSAP CONTRATISTAS GENERALES SOCIEDAD ANONIMA CERRADA|03/01/2024|11:55:05|03/01/2024|03/01/2024|14:46:45|APROBADO|533115 Ver...|
72|03264-2022-TCE|533116|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20527141762POSTOR:20603130163|Entidad:GOBIERNO REGIONAL DE APURIMAC SEDE CENTRAL POSTOR:SINARAL S.A.C.|03/01/2024|12:00:34|03/01/2024|03/01/2024|12:01:43|APROBADO|533116 Ver...|
73|03264-2022-TCE|533117|Edgard Enrique Cabezas Davila|Notificación al Organo de Control Institucional|Entidad:20527141762POSTOR:20603130163|Entidad:GOBIERNO REGIONAL DE APURIMAC SEDE CENTRAL POSTOR:SINARAL S.A.C.|03/01/2024|12:01:37|03/01/2024|03/01/2024|12:01:48|APROBADO|533117 Ver...|
74|12076-2023-TCE|533118|Lita Tumi Carpio|Admitido corrase traslado|Entidad:20170934289Impugnate:20600896777|Entidad:UNIVERSIDAD NACIONAL FEDERICO VILLARREAL Impugnate:LATIN DENT S.A.C.|03/01/2024|12:08:43|03/01/2024|03/01/2024|19:38:19|APROBADO|533118 Ver...|
75|00155-2023-TCE|533119|Edgard Enrique Cabezas Davila|Notificación al Organo de Control Institucional|Entidad:20477906461POSTOR:20509801038|Entidad:AUTORIDAD NACIONAL DEL SERVICIO CIVIL POSTOR:GACETA COMERCIAL SOCIEDAD ANONIMA-GACETA COMERCIAL S.A.|03/01/2024|12:10:11|03/01/2024|03/01/2024|12:10:57|APROBADO|533119 Ver...|
76|00155-2023-TCE|533120|Edgard Enrique Cabezas Davila|Notificación a Presidencia del Tribunal|Entidad:20477906461POSTOR:20509801038|Entidad:AUTORIDAD NACIONAL DEL SERVICIO CIVIL POSTOR:GACETA COMERCIAL SOCIEDAD ANONIMA-GACETA COMERCIAL S.A.|03/01/2024|12:10:30|03/01/2024|03/01/2024|12:11:25|APROBADO|533120 Ver...|
77|10530-2022-TCE|533121|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20159316981POSTOR:10724997347|Entidad:INSTITUTO DE MANEJO DE AGUA Y MEDIO AMBIENTE( IMA) POSTOR:SERRANO RUIZ LUIS EMILIO|03/01/2024|12:20:04|03/01/2024|03/01/2024|12:20:31|APROBADO|533121 Ver...|
78|10530-2022-TCE|533122|Edgard Enrique Cabezas Davila|Notificación al Organo de Control Institucional|Entidad:20159316981POSTOR:10724997347|Entidad:INSTITUTO DE MANEJO DE AGUA Y MEDIO AMBIENTE( IMA) POSTOR:SERRANO RUIZ LUIS EMILIO|03/01/2024|12:20:27|03/01/2024|03/01/2024|12:20:50|APROBADO|533122 Ver...|
79|12089-2023-TCE|533123|Lita Tumi Carpio|Admitido corrase traslado|Entidad:20187052221Impugnate:20482617019|Entidad:MUNICIPALIDAD PROVINCIAL DE ASCOPE Impugnate:CONSTRUCTORA FRANCO & HNOS S.A.C.|03/01/2024|12:26:29|03/01/2024|03/01/2024|19:38:01|APROBADO|533123 Ver...|
80|00137-2023-TCE|533124|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20477906461POSTOR:20509801038|Entidad:AUTORIDAD NACIONAL DEL SERVICIO CIVIL POSTOR:GACETA COMERCIAL SOCIEDAD ANONIMA-GACETA COMERCIAL S.A.|03/01/2024|12:31:50|03/01/2024|03/01/2024|12:32:16|APROBADO|533124 Ver...|
81|00137-2023-TCE|533125|Edgard Enrique Cabezas Davila|Notificación a Presidencia del Tribunal|Entidad:20477906461POSTOR:20509801038|Entidad:AUTORIDAD NACIONAL DEL SERVICIO CIVIL POSTOR:GACETA COMERCIAL SOCIEDAD ANONIMA-GACETA COMERCIAL S.A.|03/01/2024|12:32:09|03/01/2024|03/01/2024|12:32:21|APROBADO|533125 Ver...|
82|00472-2019-TCE|533126|Debora Dafne Basurco Chavez|Sobrecártese|Entidad:20165973683POSTOR:20528496084|Entidad:MUNICIPALIDAD DISTRITAL DE NAPO POSTOR:CORPORACION CERRON E HIJOS S.A.C.|03/01/2024|12:41:03|03/01/2024|03/01/2024|17:27:33|APROBADO|533126 Ver...|
83|03766-2019-TCE|533127|Carla Pinedo Prentice|Reconsideración|Entidad:20487911586POSTOR:20600580583|Entidad:GOBIERNO REGIONAL DE LAMBAYEQUE - HOSPITAL REGIONAL LAMBAYEQUE POSTOR:SEGURIDAD PERU Y SERVICIOS VARIOS S.R.L.|03/01/2024|12:42:27|03/01/2024|03/01/2024|20:07:55|APROBADO|533127 Ver...|
84|04243-2021-TCE|533128|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:20156696596POSTOR:20486960401,20601719437|Entidad:MUNICIPALIDAD PROVINCIAL DE TUMBES POSTOR:CORPORACION DOMINUS SOCIEDAD ANONIMA CERRADA,LTR CONTRATISTAS GENERALES S.R.L.|03/01/2024|12:45:24|03/01/2024|03/01/2024|20:07:42|APROBADO|533128 Ver...|
85|06453-2022-TCE|533129|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:20164503080POSTOR:10454278033|Entidad:FONDO METROPOLITANO DE INVERSIONES POSTOR:QUISPE ZARATE RICHARD KRIS|03/01/2024|12:50:15|03/01/2024|03/01/2024|20:07:25|APROBADO|533129 Ver...|
86|12112-2023-TCE|533130|Lita Tumi Carpio|Admitido corrase traslado|Entidad:20168007168Impugnate:20602336876|Entidad:MUNICIPALIDAD PROVINCIAL DE CHACHAPOYAS Impugnate:CONSORCIO SUPERVISION IRRIGACION CHACHAPOYAS, conformado por la empresa ZAPATA & ZULOETA E.I.R.L. y el señor LUIS MIGUEL|03/01/2024|12:51:59|03/01/2024|03/01/2024|19:37:10|APROBADO|533130 Ver...|
87|11186-2023-TCE|533131|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:20494642078Impugnate:20564468691|Entidad:GOBIERNO REGIONAL DE AYACUCHO - PROGRAMA REGIONAL DE IRRIGACION Y DESARROLLO RURAL INTEGRADO Impugnate:CONSORCIO HUARI, conformado por las empresas CONSTRUCTORES & PERFORACIONES HUARI S.R.L. y EMPRESA DE INGENIERIA DE LA CO|03/01/2024|12:53:34|03/01/2024|03/01/2024|20:07:01|APROBADO|533131 Ver...|
88|11186-2023-TCE|533132|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:20494642078Impugnate:20564468691|Entidad:GOBIERNO REGIONAL DE AYACUCHO - PROGRAMA REGIONAL DE IRRIGACION Y DESARROLLO RURAL INTEGRADO Impugnate:CONSORCIO HUARI, conformado por las empresas CONSTRUCTORES & PERFORACIONES HUARI S.R.L. y EMPRESA DE INGENIERIA DE LA CO|03/01/2024|13:00:52|03/01/2024|03/01/2024|20:07:12|APROBADO|533132 Ver...|
89|11207-2023-TCE|533133|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:20131257750Impugnate:20477616624|Entidad:SEGURO SOCIAL DE SALUD Impugnate:CONSORCIO DVF, conformado por las empresas DVF CORPORATION S.A.C. y CONTRATISTAS GENERALES LUVISA E.I.R.L.|03/01/2024|13:07:47|03/01/2024|03/01/2024|20:06:44|APROBADO|533133 Ver...|
90|12124-2023-TCE|533134|Lita Tumi Carpio|Admitido corrase traslado|Entidad:20199860551Impugnate:10706095875|Entidad:GOBIERNO REGIONAL DE PUNO-PROGRAMA REGIONAL DE RIEGO Y DRENAJE Impugnate:FLORES CHAMBI SAUL|03/01/2024|13:08:18|03/01/2024|03/01/2024|19:36:45|APROBADO|533134 Ver...|
91|11207-2023-TCE|533135|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:20131257750Impugnate:20477616624|Entidad:SEGURO SOCIAL DE SALUD Impugnate:CONSORCIO DVF, conformado por las empresas DVF CORPORATION S.A.C. y CONTRATISTAS GENERALES LUVISA E.I.R.L.|03/01/2024|13:10:28|03/01/2024|03/01/2024|20:06:29|APROBADO|533135 Ver...|
91|11207-2023-TCE|533135|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:20131257750Impugnate:20477616624|Entidad:SEGURO SOCIAL DE SALUD Impugnate:CONSORCIO DVF, conformado por las empresas DVF CORPORATION S.A.C. y CONTRATISTAS GENERALES LUVISA E.I.R.L.|03/01/2024|13:10:28|03/01/2024|03/01/2024|20:06:29|APROBADO|533135 Ver...|
92|11577-2023-TCE|533136|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:20170325185Impugnate:20601771480|Entidad:MUNICIPALIDAD PROVINCIAL DE CANAS - YANAOCA Impugnate:EQUIPOS Y SERVICIOS INDUSTRIALES DELTA S.A.C.|03/01/2024|13:12:09|03/01/2024|03/01/2024|20:06:12|APROBADO|533136 Ver...|
93|01069-2023-TCE|533137|Dina Araceli Nohua Chaparro|Estése a lo dispuesto|Entidad:20275306721POSTOR:10479273346|Entidad:MUNICIPALIDAD DISTRITAL DE SARTIMBAMBA POSTOR:QUIROZ POLO OSCAR JOSEPH|03/01/2024|13:20:31|03/01/2024|04/01/2024|10:21:15|APROBADO|533137 Ver...|
94|00485-2023-TCE|533138|Dina Araceli Nohua Chaparro|Estése a lo dispuesto|Entidad:20517754499POSTOR:10088679747,20550297176|Entidad:DIRECCION GENERAL DE ELECTRIFICACION RURAL DEL MINISTERIO DE ENERGÍA Y MINAS POSTOR:TOLEDO GONZALES, JOSE GUILLERMO, INTEGRANTE DEL CONSORCIO INGENIERIA TOTAL,INGENIERÍA DE LA CONSTRUCCIÓN HDH S.A.C. - IC HDH S.A.C, INTEGRANTE DEL CONSORCIO INGENIERIA TOTAL|03/01/2024|13:28:19|03/01/2024|04/01/2024|10:25:45|APROBADO|533138 Ver...|
95|08602-2023-TCE|533139|Dina Araceli Nohua Chaparro|Estése a lo dispuesto|Entidad:20131372427Impugnate:20514405442|Entidad:MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES Impugnate:METACONTROL S.A.C.|03/01/2024|13:36:34|03/01/2024|04/01/2024|10:27:33|APROBADO|533139 Ver...|
96|11627-2023-TCE|533140|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:20380419247Impugnate:20550077133|Entidad:MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO Impugnate:CONSORCIO: NET7 PERÚ S.A.C. y SISTEMAS EMPRESARIALES COMPUTARIZADOS S.A.|03/01/2024|13:53:10|03/01/2024|03/01/2024|20:05:54|APROBADO|533140 Ver...|
97|11089-2023-TCE|533141|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20185785654Impugnate:20422304640|Entidad:MUNICIPALIDAD DISTRITAL DE CHIARA - HUAMANGA Impugnate:CONSORCIO CIBA, conformado por las empresas CIBA CONTRATISTAS GENERALES S.R.L. y HERMANN BRICEÑO CONTRATISTAS GENERALES|03/01/2024|14:03:25|03/01/2024|03/01/2024|14:04:21|APROBADO|533141 Ver...|
98|11089-2023-TCE|533142|Edgard Enrique Cabezas Davila|Notificación al Organo de Control Institucional|Entidad:20185785654Impugnate:20422304640|Entidad:MUNICIPALIDAD DISTRITAL DE CHIARA - HUAMANGA Impugnate:CONSORCIO CIBA, conformado por las empresas CIBA CONTRATISTAS GENERALES S.R.L. y HERMANN BRICEÑO CONTRATISTAS GENERALES|03/01/2024|14:03:54|03/01/2024|03/01/2024|14:04:33|APROBADO|533142 Ver...|
99|11694-2023-TCE|533143|Lita Tumi Carpio|Remisión a sala por vencto.de plazo, conocimiento al OCI|Entidad:20171766509Impugnate:20602186793|Entidad:GOBIERNO REGIONAL DE PIURA-SALUD Impugnate:INTAI SOCIEDAD ANONIMA CERRADA|03/01/2024|14:09:52|03/01/2024|04/01/2024|16:59:56|APROBADO|533143 Ver...|
100|00963-2023-TCE|533144|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20146510982POSTOR:10212422229|Entidad:MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE SACCO POSTOR:ARIAS DE BONILLA ISABEL JACINTA|03/01/2024|14:11:43|03/01/2024|03/01/2024|14:12:04|APROBADO|533144 Ver...|
101|00963-2023-TCE|533145|Edgard Enrique Cabezas Davila|Notificación al Organo de Control Institucional|Entidad:20146510982POSTOR:10212422229|Entidad:MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE SACCO POSTOR:ARIAS DE BONILLA ISABEL JACINTA|03/01/2024|14:11:59|03/01/2024|03/01/2024|14:12:08|APROBADO|533145 Ver...|
102|07428-2021-TCE|533146|Alessandra Anthuanette Jaramillo Rojas|Estése a lo dispuesto|Entidad:20153408191POSTOR:20101322158|Entidad:MARINA DE GUERRA DEL PERU POSTOR:DISTRIBUIDORA Y SERVICIOS VARIOS E.I.R.L. - DILIMA E.I.R.L.|03/01/2024|14:13:52|03/01/2024|04/01/2024|10:21:20|APROBADO|533146 Ver...|
103|00565-2023-TCE|533147|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:20453744168POSTOR:20603378459|Entidad:GOBIERNO REGIONAL DE CAJAMARCA SEDE CENTRAL POSTOR:NEGOCIOS VARAVIG S.R.L|03/01/2024|14:18:49|03/01/2024|03/01/2024|20:05:42|APROBADO|533147 Ver...|
104|03420-2019-TCE|533148|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:11111111111,20131379944POSTOR:10283044748,20494375959,99000028327|Entidad:OCI DEL MINISTERIO DE TRANSPORTES Y COMUNICACIONES,MINISTERIO DE TRANSPORTES Y COMUNICACIONES POSTOR:BELLIDO AEDO ROLANDO,GRUPO LIDERCON S.A.C.,MURCIA MURCIA S.A.S.|03/01/2024|14:21:19|03/01/2024|03/01/2024|20:05:30|APROBADO|533148 Ver...|
105|01262-2022-TCE|533149|Jackelin Roxana Cardenas Vega|Remisión a sala - Descargos|Entidad:20537630222POSTOR:20125412875|Entidad:MINISTERIO DE CULTURA POSTOR:COMERCIAL GIOVA S.A.|03/01/2024|14:24:09|03/01/2024|05/01/2024|16:30:48|APROBADO|533149 Ver...|
106|10937-2023-TCE|533150|Edgard Enrique Cabezas Davila|Notificación al Organo de Control Institucional|Entidad:20154477374Impugnate:20569108595|Entidad:MUNICIPALIDAD PROVINCIAL DE PIURA Impugnate:COMERCIALIZADORA DON HILARIO S.A.C.|03/01/2024|14:25:55|03/01/2024|03/01/2024|14:26:25|APROBADO|533150 Ver...|
107|10937-2023-TCE|533151|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20154477374Impugnate:20569108595|Entidad:MUNICIPALIDAD PROVINCIAL DE PIURA Impugnate:COMERCIALIZADORA DON HILARIO S.A.C.|03/01/2024|14:27:55|03/01/2024|03/01/2024|14:28:02|APROBADO|533151 Ver...|
108|04349-2019-TCE|533152|Dina Araceli Nohua Chaparro|Estése a lo dispuesto|Entidad:20477906461POSTOR:20537188333|Entidad:AUTORIDAD NACIONAL DEL SERVICIO CIVIL POSTOR:E.I.C MATEUS IMPORT SAC|03/01/2024|14:28:42|03/01/2024|04/01/2024|10:34:33|APROBADO|533152 Ver...|
109|05666-2022-TCE|533153|Isabel Alejandra Melgar Romani|Fiscalización posterior|Entidad:20131379944Impugnate:20602479758|Entidad:MINISTERIO DE TRANSPORTES Y COMUNICACIONES Impugnate:EMPRESA DE SEGURIDAD GJR S.A.C.|03/01/2024|14:28:53|03/01/2024|04/01/2024|10:35:48|APROBADO|533153 Ver...|
110|11176-2023-TCE|533154|Karmen Giuliana Bustamante Barreto|Déjese a consideración de la Sala|Entidad:20131257750Impugnate:20563794101|Entidad:SEGURO SOCIAL DE SALUD Impugnate:ENDOMED TECNOLOGHIES S.A.C.|03/01/2024|14:31:46|03/01/2024|03/01/2024|17:29:44|APROBADO|533154 Ver...|
111|01967-2022-TCE|533155|Carla Pinedo Prentice|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20100030595POSTOR:20546331653|Entidad:BANCO DE LA NACION POSTOR:GRUPO ZAMORA S.A.C.|03/01/2024|14:36:19|03/01/2024|03/01/2024|20:05:15|APROBADO|533155 Ver...|
112|02169-2018-TCE|533156|Jocelyne Figueroa Chavez|Tómese conocimiento|Entidad:20134052989POSTOR:10004760617,20449310013|Entidad:ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE TACNA S.A POSTOR:DEL CASTILLO PAREDES ALBERTO ENRIQUE,AQUARIO S.A.C.|03/01/2024|14:36:22|03/01/2024|04/01/2024|10:12:55|APROBADO|533156 Ver...|
113|10713-2023-TCE|533157|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20314801327Impugnate:20212561534|Entidad:GOBIERNO REGIONAL DE LA LIBERTAD-INSTITUTO REGIONAL DE OFTALMOLOGIA Impugnate:ALCON PHARMACEUTICAL DEL PERU SA|03/01/2024|14:39:17|03/01/2024|03/01/2024|14:39:39|APROBADO|533157 Ver...|
114|10713-2023-TCE|533158|Edgard Enrique Cabezas Davila|Notificación al Organo de Control Institucional|Entidad:20314801327Impugnate:20212561534|Entidad:GOBIERNO REGIONAL DE LA LIBERTAD-INSTITUTO REGIONAL DE OFTALMOLOGIA Impugnate:ALCON PHARMACEUTICAL DEL PERU SA|03/01/2024|14:39:33|03/01/2024|03/01/2024|14:39:42|APROBADO|533158 Ver...|
115|02121-2022-TCE|533159|Carla Pinedo Prentice|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20555195444POSTOR:20605953884|Entidad:SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL POSTOR:DISTRIBUIDOR KAERDAJ EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA|03/01/2024|14:40:31|03/01/2024|03/01/2024|20:04:56|APROBADO|533159 Ver...|
116|02531-2019-TCE|533160|Dina Araceli Nohua Chaparro|Remisión a sala - Error material|Entidad:20133696823POSTOR:20486011549|Entidad:MUNICIPALIDAD PROVINCIAL DE HUANCAYO POSTOR:JM CORPORACION DE NEGOCIOS S.A.C.|03/01/2024|14:41:15|03/01/2024|04/01/2024|10:56:59|APROBADO|533160 Ver...|
117|07122-2022-TCE|533161|Carmen Edith Pacotaype Paredes|Sobrecártese|Entidad:20148168955POSTOR:20475428634|Entidad:GOBIERNO REGIONAL DE SAN MARTIN - PROYECTO ESPECIAL HUALLAGA CENTRAL Y BAJO MAYO POSTOR:ESTANTERIAS METALICAS J.R.M. S.A.C|03/01/2024|14:42:56|03/01/2024|03/01/2024|14:47:59|APROBADO|533161 Ver...|
118|02193-2019-TCE|533162|Jocelyne Figueroa Chavez|Tómese conocimiento|Entidad:000024POSTOR:20100017491|Entidad:MINISTERIO DE TRANSPORTES Y COMUNICACIONES POSTOR:TELEFONICA DEL PERU SAA|03/01/2024|14:44:33|03/01/2024|04/01/2024|10:13:28|APROBADO|533162 Ver...|
119|10635-2023-TCE|533163|Dina Araceli Nohua Chaparro|Estése a lo dispuesto|Entidad:20225557749Impugnate:20571360145|Entidad:MUNICIPALIDAD DISTRITAL DE CASCA Impugnate:AMAZONAS CONTRATISTAS Y CONSULTORES GENERALES S.A.C.|03/01/2024|14:48:54|03/01/2024|04/01/2024|10:36:24|APROBADO|533163 Ver...|
120|10167-2023-TCE|533164|Jocelyne Figueroa Chavez|Estése a lo dispuesto|Entidad:20165465009Impugnate:20600770935|Entidad:POLICIA NACIONAL DEL PERÚ - DIRECCIÓN DE ECONOMÍA Y FINANZAS Impugnate:CABALLERO DE LA LEY S.A.C.|03/01/2024|14:50:46|03/01/2024|04/01/2024|11:37:27|APROBADO|533164 Ver...|
121|03202-2018-TCE|533165|Edgard Enrique Cabezas Davila|Notificación Resolución - Denunciante|Entidad:20178833643POSTOR:20477150242,20481156671,20482843299|Entidad:MUNICIPALIDAD DISTRITAL DE CHICAMA POSTOR:CONSTRUCCIONES & SERVICIOS DIEGUITO S.A.C.,MERCADO FERRETERO SAC,CORPORACION OTINGSA S.A.C.|03/01/2024|14:50:55|03/01/2024|03/01/2024|14:51:22|APROBADO|533165 Ver...|
121|03202-2018-TCE|533165|Edgard Enrique Cabezas Davila|Notificación Resolución - Denunciante|Entidad:20178833643POSTOR:20477150242,20481156671,20482843299|Entidad:MUNICIPALIDAD DISTRITAL DE CHICAMA POSTOR:CONSTRUCCIONES & SERVICIOS DIEGUITO S.A.C.,MERCADO FERRETERO SAC,CORPORACION OTINGSA S.A.C.|03/01/2024|14:50:55|03/01/2024|03/01/2024|14:51:22|APROBADO|533165 Ver...|
122|11629-2023-TCE|533166|Angie Solis Zevalles|Acumulación de expedientes|Entidad:20172557628Impugnate:20507371281|Entidad:UNIVERSIDAD NACIONAL DE TRUJILLO Impugnate:LAB TOP PERU S.R.L.|03/01/2024|14:52:59|03/01/2024|03/01/2024|19:09:38|APROBADO|533166 Ver...|
123|06477-2021-TCE|533168|Dina Araceli Nohua Chaparro|Estése a lo dispuesto|Entidad:20100063337POSTOR:20557205170|Entidad:EMPRESA MUNICIPAL ADMINISTRADORA DE PEAJE DE LIMA S.A. POSTOR:COMERCIAL INDUSTRIAL BRISAS E.I.R.L.|03/01/2024|14:58:46|03/01/2024|04/01/2024|10:36:59|APROBADO|533168 Ver...|
124|10596-2022-TCE|533169|Edgard Enrique Cabezas Davila|Sobrecártese|Entidad:20189921595POSTOR:20103639426,20487950301|Entidad:MUNICIPALIDAD DISTRITAL DE HAQUIRA POSTOR:CONSORCIO HUISTAC: CONSTRUCTORA SAN JUAN SRL,CONSORCIO HUISTAC: CALOF CONSTRUCCIONES S.R.L.|03/01/2024|14:59:13|03/01/2024|03/01/2024|14:59:27|APROBADO|533169 Ver...|
125|11105-2023-TCE|533170|Angie Solis Zevalles|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20156003817Impugnate:20553231273|Entidad:GOBIERNO REGIONAL DE ANCASH-SALUD ANCASH Impugnate:KEYPOWER PERU S.A. - KEYPOWER S.A.|03/01/2024|15:00:29|03/01/2024|03/01/2024|19:07:22|APROBADO|533170 Ver...|
126|00341-2023-TCE|533171|Luz Carolina Santillan Collantes|Ampliación de cargos|Entidad:20368807916POSTOR:20525465161|Entidad:GOBIERNO REGIONAL DE CAJAMARCA - GERENCIA SUB REGIONAL JAEN POSTOR:INVERSIONES P & F SOCIEDAD ANONIMA CERRADA - INVERSIONES P & F S.A.C.|03/01/2024|15:02:12|03/01/2024|09/01/2024|16:25:37|APROBADO|533171 Ver...|
127|10681-2023-TCE|533172|Jocelyne Figueroa Chavez|Tómese conocimiento|Entidad:11111111111,20489250731Impugnate:20572123228|Entidad:MESA DE PARTES DEL OSCE,GOBIERNO REGIONAL DE HUANUCO SEDE CENTRAL Impugnate:CONSORCIO CONSTRUCCION, conformado por las empresas ITCCE E.I.R.L. y JAS CONSULTORIA Y SERVICIOS GENERALES E.I.R.L.|03/01/2024|15:02:34|03/01/2024|04/01/2024|11:37:32|APROBADO|533172 Ver...|
128|01102-2023-TCE|533173|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20166763143POSTOR:10736107886|Entidad:MUNICIPALIDAD DISTRITAL DE CAMPORREDONDO POSTOR:SALAZAR VILCHEZ RONY DICKSON|03/01/2024|15:05:18|03/01/2024|03/01/2024|15:05:55|APROBADO|533173 Ver...|
129|01102-2023-TCE|533174|Edgard Enrique Cabezas Davila|Notificación al Organo de Control Institucional|Entidad:20166763143POSTOR:10736107886|Entidad:MUNICIPALIDAD DISTRITAL DE CAMPORREDONDO POSTOR:SALAZAR VILCHEZ RONY DICKSON|03/01/2024|15:05:50|03/01/2024|03/01/2024|15:05:59|APROBADO|533174 Ver...|
130|11403-2023-TCE|533175|Angie Solis Zevalles|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20131257750Impugnate:20604491909|Entidad:SEGURO SOCIAL DE SALUD Impugnate:CONSORCIO CONTRATISTAS TACNA, conformado por las empresas SERVICIOS Y PRODUCTOS MULTIPLES INDUSTRIALES E.I.R.L. - SERPRO|03/01/2024|15:06:32|03/01/2024|03/01/2024|19:08:06|APROBADO|533175 Ver...|
131|05751-2022-TCE|533177|Jackelin Roxana Cardenas Vega|Remisión a sala - Descargos|Entidad:20600927818POSTOR:20603030894|Entidad:CENTRAL DE COMPRAS PUBLICAS - PERU COMPRAS POSTOR:SM TECHNOLOGIES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - SM TECHNOLOGIES S.R.L.|03/01/2024|15:13:24|03/01/2024|05/01/2024|16:34:34|APROBADO|533177 Ver...|
132|00028-2023-TCE|533178|Dina Araceli Nohua Chaparro|Remisión a sala|Entidad:20519752515POSTOR:10404313598,20392462105|Entidad:GOBIERNO REGIONAL DE TACNA SEDE CENTRAL POSTOR:CONSORCIO RIMAC: Alexander Primitivo Huertas Jara,CONSORCIO RIMAC: KAZUKI CONSULTORIA Y CONSTRUCCION S.A.|03/01/2024|15:13:54|03/01/2024|04/01/2024|10:55:30|APROBADO|533178 Ver...|
133|00686-2019-TCE|533179|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20146674403POSTOR:20489621810,20568564392|Entidad:MUNICIPALIDAD PROVINCIAL DE SATIPO POSTOR:SKAVA INGENIERIA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,HATUN SACHA S.A.C.|03/01/2024|15:21:45|03/01/2024|03/01/2024|15:23:41|APROBADO|533179 Ver...|
134|00686-2019-TCE|533180|Edgard Enrique Cabezas Davila|Notificación al Organo de Control Institucional|Entidad:20146674403POSTOR:20489621810,20568564392|Entidad:MUNICIPALIDAD PROVINCIAL DE SATIPO POSTOR:SKAVA INGENIERIA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,HATUN SACHA S.A.C.|03/01/2024|15:22:02|03/01/2024|03/01/2024|15:23:44|APROBADO|533180 Ver...|
135|00686-2019-TCE|533181|Edgard Enrique Cabezas Davila|Notificación a Ministerio Público|Entidad:20146674403POSTOR:20489621810,20568564392|Entidad:MUNICIPALIDAD PROVINCIAL DE SATIPO POSTOR:SKAVA INGENIERIA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,HATUN SACHA S.A.C.|03/01/2024|15:23:35|03/01/2024|03/01/2024|15:23:48|APROBADO|533181 Ver...|
136|04926-2019-TCE|533182|Luz Carolina Santillan Collantes|Previamente|Entidad:20380486351POSTOR:20434423504,20521051966|Entidad:HOSPITAL SAN JOSE DEL CALLAO POSTOR:CONSORCIO: ANJACK MEDICA S.A.C.,CONSORCIO: JEMS MEDICAL EXPRESS EIRL|03/01/2024|15:23:44|03/01/2024|09/01/2024|16:36:44|APROBADO|533182 Ver...|
137|11214-2023-TCE|533183|Karmen Giuliana Bustamante Barreto|Listo para resolver|Entidad:20163449669Impugnate:20450309118|Entidad:SERVICIO MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE CHINCHA S.A. Impugnate:CONSORCIO PUEBLO NUEVO, conformado por las empresas J A & R INGENIEROS CONSTRUCTORES S.A.C. y CONSTRUCTORA CONTRAFUERTE|03/01/2024|15:28:28|03/01/2024|03/01/2024|17:29:30|APROBADO|533183 Ver...|
